trial_id,measurement_noise,outcome,snapshot_q,snapshot_prediction
34,0.1,1,0.4871304894497238,0
34,0.15,1,0.4739441800823106,0
35,0.0,1,0.5032699318501562,1
35,0.02,1,0.504439189138209,1
35,0.05,1,0.5022747347155532,1
35,0.1,1,0.5109847145406892,1
35,0.15,1,0.4968147421462804,0
36,0.0,0,0.49371909236940703,0
36,0.02,0,0.4931268836289344,0
36,0.05,0,0.4908768531733885,0
36,0.1,0,0.4905169606326783,0
36,0.15,0,0.4947774427097693,0
37,0.0,0,0.49510272174030345,0
37,0.02,0,0.4960234243296578,0
37,0.05,0,0.4997008878975433,0
37,0.1,0,0.4969726086786281,0
37,0.15,0,0.5036222065520949,1
38,0.0,1,0.4915911630215191,0
38,0.02,1,0.49190546389234646,0
38,0.05,1,0.4931683641042788,0
38,0.1,1,0.4990588843091353,0
38,0.15,1,0.49268223764852703,0
39,0.0,1,0.5035268213629192,1
39,0.02,1,0.5040956595788291,1
39,0.05,1,0.5048043023323358,1
39,0.1,1,0.5058258130950551,1
39,0.15,1,0.5097716818759274,1
40,0.0,1,0.49847744395197796,0
40,0.02,1,0.4988351991347002,0
40,0.05,1,0.497886371962828,0
40,0.1,1,0.487451448619816,0
40,0.15,1,0.5067031514529883,1
41,0.0,1,0.5013760554329315,1
41,0.02,1,0.5022427129583598,1
41,0.05,1,0.5026337600385014,1
41,0.1,1,0.5034763742343042,1
41,0.15,1,0.506501656499323,1
42,0.0,0,0.4609608186019798,0
42,0.02,0,0.4610338595288686,0
42,0.05,0,0.459474428053997,0
42,0.1,0,0.4621807353830167,0
42,0.15,0,0.44871539174637853,0
43,0.0,1,0.5026212631760374,1
43,0.02,1,0.5040983443490744,1
43,0.05,1,0.5032949712592605,1
43,0.1,1,0.49875684094807626,0
43,0.15,1,0.49563544274852767,0
44,0.0,1,0.4903186491710129,0
44,0.02,1,0.488772891173129,0
44,0.05,1,0.48886928924067585,0
44,0.1,1,0.49104504381599456,0
44,0.15,1,0.5056057788065179,1
45,0.0,1,0.48885890472904175,0
45,0.02,1,0.48969829278371046,0
45,0.05,1,0.49037842857159986,0
45,0.1,1,0.48874476266972855,0
45,0.15,1,0.486144252602387,0
46,0.0,0,0.49522706435302116,0
46,0.02,0,0.4959901677316357,0
46,0.05,0,0.4938132186851833,0
46,0.1,0,0.4966079348196738,0
46,0.15,0,0.5071559379723514,1
47,0.0,0,0.5014859191831005,1
47,0.02,0,0.5023223176023407,1
47,0.05,0,0.4996817777482424,0
47,0.1,0,0.5008212733951676,1
47,0.15,0,0.5073586360418602,1
48,0.0,0,0.5014989974192644,1
48,0.02,0,0.5005908556008619,1
48,0.05,0,0.5018202975558509,1
48,0.1,0,0.5058084169953547,1
48,0.15,0,0.5206106182499649,1
49,0.0,0,0.4907607230508599,0
49,0.02,0,0.49078789340401313,0
49,0.05,0,0.49101399434241416,0
49,0.1,0,0.4811508809068159,0
49,0.15,0,0.49320206820372947,0
50,0.0,0,0.4971113420892218,0
50,0.02,0,0.49748581455506896,0
50,0.05,0,0.4965026853810289,0
50,0.1,0,0.49765478902373084,0
50,0.15,0,0.4974771860784101,0
51,0.0,1,0.5030950832473727,1
51,0.02,1,0.5024361613732903,1
51,0.05,1,0.5040002920750212,1
51,0.1,1,0.49836329894579917,0
51,0.15,1,0.5013496462658089,1
52,0.0,1,0.49483154591886336,0
52,0.02,1,0.49439526810615236,0
52,0.05,1,0.49558112844581476,0
52,0.1,1,0.49609047102489295,0
52,0.15,1,0.49841488189035754,0
53,0.0,1,0.5072795966293623,1
53,0.02,1,0.506822444313579,1
53,0.05,1,0.50473679222554,1
53,0.1,1,0.5088828942974434,1
53,0.15,1,0.5034372699102783,1
54,0.0,1,0.4959049747901984,0
54,0.02,1,0.49481387260465853,0
54,0.05,1,0.494436249777149,0
54,0.1,1,0.4994271746215699,0
54,0.15,1,0.48644932504141125,0
55,0.0,0,0.4895037370944166,0
55,0.02,0,0.49020477631603493,0
55,0.05,0,0.48953647675202155,0
55,0.1,0,0.49347201091431375,0
55,0.15,0,0.5003498249066689,1
56,0.0,1,0.5033559906993081,1
56,0.02,1,0.5027438143068539,1
56,0.05,1,0.5013280946950505,1
56,0.1,1,0.5005881378596817,1
56,0.15,1,0.5032498839776994,1
57,0.0,0,0.49705944357010345,0
57,0.02,0,0.4969166737743553,0
57,0.05,0,0.49885906895767934,0
57,0.1,0,0.4944618197406552,0
57,0.15,0,0.5050811747924732,1
58,0.0,1,0.5005822642091364,1
58,0.02,1,0.5019859573672275,1
58,0.05,1,0.5018631215785975,1
58,0.1,1,0.49783609037763926,0
58,0.15,1,0.5054670358133219,1
59,0.0,1,0.4558095354537763,0
59,0.02,1,0.45689801443569894,0
59,0.05,1,0.45245705876458403,0
59,0.1,1,0.45238926546765335,0
59,0.15,1,0.46014605641797396,0
60,0.0,1,0.5072209300076703,1
60,0.02,1,0.507773166128803,1
60,0.05,1,0.5064845443870446,1
60,0.1,1,0.5130417779263682,1
60,0.15,1,0.5091405196299514,1
61,0.0,1,0.4957056992922091,0
61,0.02,1,0.4946292412473306,0
61,0.05,1,0.4957173113294931,0
61,0.1,1,0.4881191659689918,0
61,0.15,1,0.5095580118477595,1
62,0.0,0,0.4581675865329836,0
62,0.02,0,0.45705056345972617,0
62,0.05,0,0.45949930979060605,0
62,0.1,0,0.45484518302609667,0
62,0.15,0,0.46097188830253005,0
63,0.0,0,0.4951539188758335,0
63,0.02,0,0.4929197331773723,0
63,0.05,0,0.4956692367139021,0
63,0.1,0,0.4942614072351048,0
63,0.15,0,0.5042712617191122,1
64,0.0,1,0.5049303465957112,1
64,0.02,1,0.5038109358690738,1
64,0.05,1,0.5018557175293579,1
64,0.1,1,0.507065314356633,1
64,0.15,1,0.5058913050240426,1
65,0.0,1,0.49636779077395754,0
65,0.02,1,0.4962487967986932,0
65,0.05,1,0.495188492890244,0
65,0.1,1,0.5063674334707426,1
65,0.15,1,0.49662828140288284,0
66,0.0,1,0.4970662171301583,0
66,0.02,1,0.49770969770075907,0
66,0.05,1,0.4953844398347472,0
66,0.1,1,0.4907489977986759,0
66,0.15,1,0.4905010274686727,0
67,0.0,1,0.4616810937004273,0
67,0.02,1,0.463030141516319,0
67,0.05,1,0.4619114394008551,0
67,0.1,1,0.46520794954321115,0
67,0.15,1,0.4584289959014668,0
68,0.0,1,0.506818418733926,1
68,0.02,1,0.5065753523439397,1
68,0.05,1,0.5078670241174706,1
68,0.1,1,0.5090268548649598,1
68,0.15,1,0.5074308778741641,1
69,0.0,0,0.5019053317534309,1
69,0.02,0,0.5018913079694457,1
69,0.05,0,0.5027635706375472,1
69,0.1,0,0.4967421173951523,0
69,0.15,0,0.49824275677733637,0
70,0.0,0,0.5057164967002317,1
70,0.02,0,0.5052291411100448,1
70,0.05,0,0.5031707952453361,1
70,0.1,0,0.5075842036590392,1
70,0.15,0,0.496856917302951,0
71,0.0,1,0.5015885100174347,1
71,0.02,1,0.5004253215188954,1
71,0.05,1,0.5011074694897539,1
71,0.1,1,0.5009688615582525,1
71,0.15,1,0.5099397909650866,1
72,0.0,1,0.5060407065185123,1
72,0.02,1,0.5074619799914631,1
72,0.05,1,0.5021079997932444,1
72,0.1,1,0.5075237645065901,1
72,0.15,1,0.510066072019809,1
73,0.0,0,0.4979020884489203,0
73,0.02,0,0.4976330741325161,0
73,0.05,0,0.4996008833053385,0
73,0.1,0,0.49512393191942317,0
73,0.15,0,0.5070784656032996,1
74,0.0,0,0.4156191519083136,0
74,0.02,0,0.41573477935977815,0
74,0.05,0,0.41319154331990854,0
74,0.1,0,0.4209708385007248,0
74,0.15,0,0.42902940004587503,0
75,0.0,1,0.49414454184587037,0
75,0.02,1,0.4931075441858137,0
75,0.05,1,0.49543008469378574,0
75,0.1,1,0.49562873601753593,0
75,0.15,1,0.4917464086198718,0
76,0.0,0,0.5031108922160561,1
76,0.02,0,0.5024879615070764,1
76,0.05,0,0.5011628040679844,1
76,0.1,0,0.5068733071480206,1
76,0.15,0,0.5066678759612971,1
77,0.0,1,0.4956145011600432,0
77,0.02,1,0.4967797612740619,0
77,0.05,1,0.49756267569482515,0
77,0.1,1,0.4917495653282478,0
77,0.15,1,0.48747367958089655,0
78,0.0,1,0.48860870937813833,0
78,0.02,1,0.4880112933873041,0
78,0.05,1,0.48966244729027963,0
78,0.1,1,0.48721863239960134,0
78,0.15,1,0.5004175276223318,1
79,0.0,0,0.49706025653611485,0
79,0.02,0,0.49684498074309996,0
79,0.05,0,0.4996448467351783,0
79,0.1,0,0.4974823808527941,0
79,0.15,0,0.4969191408535922,0
80,0.0,1,0.5032347244359512,1
80,0.02,1,0.502497551180502,1
80,0.05,1,0.5049303288785773,1
80,0.1,1,0.5028543419395346,1
80,0.15,1,0.5113025429174366,1
81,0.0,1,0.49405520153738824,0
81,0.02,1,0.4949397175516512,0
81,0.05,1,0.4943751384639679,0
81,0.1,1,0.4972953385248361,0
81,0.15,1,0.494794823358753,0
82,0.0,0,0.49416455500871354,0
82,0.02,0,0.49377254371105506,0
82,0.05,0,0.4923257211621984,0
82,0.1,0,0.48692296314524214,0
82,0.15,0,0.49356222430472,0
83,0.0,1,0.5027840095491516,1
83,0.02,1,0.5013895650728531,1
83,0.05,1,0.5009765499139825,1
83,0.1,1,0.5048509570473408,1
83,0.15,1,0.4982709743831365,0
84,0.0,0,0.5020938022081878,1
84,0.02,0,0.5023211659003194,1
84,0.05,0,0.4997543526238982,0
84,0.1,0,0.5019682552339239,1
84,0.15,0,0.5100384581002594,1
85,0.0,1,0.5018672158466219,1
85,0.02,1,0.5003392808783826,1
85,0.05,1,0.5043370787621515,1
85,0.1,1,0.49872161123250275,0
85,0.15,1,0.49883031470493855,0
86,0.0,0,0.4999943824021192,0
86,0.02,0,0.5002210740052317,1
86,0.05,0,0.5007820093520765,1
86,0.1,0,0.496802715732098,0
86,0.15,0,0.5012407696284832,1
87,0.0,0,0.5007188417459977,1
87,0.02,0,0.500489010565132,1
87,0.05,0,0.5000389728943961,1
87,0.1,0,0.4934674586104813,0
87,0.15,0,0.496106204614722,0
88,0.0,0,0.5023922549845917,1
88,0.02,0,0.5032010866243883,1
88,0.05,0,0.5057346570036192,1
88,0.1,0,0.510615055166799,1
88,0.15,0,0.5079087540071349,1
89,0.0,1,0.4941351199886347,0
89,0.02,1,0.49496338534266954,0
89,0.05,1,0.49385785922409736,0
89,0.1,1,0.49330339492097125,0
89,0.15,1,0.49505931414291193,0
90,0.0,0,0.4988591771809492,0
90,0.02,0,0.49993120419248677,0
90,0.05,0,0.49881577503855845,0
90,0.1,0,0.4956953332290769,0
90,0.15,0,0.4912792320249736,0
91,0.0,0,0.42297475975302645,0
91,0.02,0,0.4233037562190053,0
91,0.05,0,0.426394798260976,0
91,0.1,0,0.41694360922086726,0
91,0.15,0,0.4304355941827997,0
92,0.0,0,0.4974378734178287,0
92,0.02,0,0.4994479251337343,0
92,0.05,0,0.4965698509772117,0
92,0.1,0,0.4969759789742428,0
92,0.15,0,0.4923833350201192,0
93,0.0,0,0.4636995671033028,0
93,0.02,0,0.4631596765736696,0
93,0.05,0,0.4648524639852872,0
93,0.1,0,0.46160365805699605,0
93,0.15,0,0.47542353218401534,0
94,0.0,0,0.49349799103783065,0
94,0.02,0,0.4943289985550796,0
94,0.05,0,0.49555744573267885,0
94,0.1,0,0.488131100392505,0
94,0.15,0,0.48483923523262235,0
95,0.0,1,0.5030027537710151,1
95,0.02,1,0.5019300072942013,1
95,0.05,1,0.5010983325974891,1
95,0.1,1,0.5066105646261283,1
95,0.15,1,0.5062993569141365,1
96,0.0,0,0.4188459773169331,0
96,0.02,0,0.4182730675343796,0
96,0.05,0,0.4215655584900765,0
96,0.1,0,0.42025482147248455,0
96,0.15,0,0.4185243888169108,0
97,0.0,0,0.4992024957994281,0
97,0.02,0,0.4983927021744331,0
97,0.05,0,0.5021277890730056,1
97,0.1,0,0.4969413491875564,0
97,0.15,0,0.48864144359355993,0
98,0.0,1,0.4602477251709294,0
98,0.02,1,0.4603632179343943,0
98,0.05,1,0.460480622465199,0
98,0.1,1,0.45158974549527486,0
98,0.15,1,0.45163050517530123,0
99,0.0,1,0.5142873327982882,1
99,0.02,1,0.5149623805555571,1
99,0.05,1,0.5138861863552087,1
99,0.1,1,0.5094809163435342,1
99,0.15,1,0.5169484394031054,1
100,0.0,0,0.49659890244080007,0
100,0.02,0,0.497480368793035,0
100,0.05,0,0.49807264207997964,0
100,0.1,0,0.4918187880841465,0
100,0.15,0,0.48875321374746955,0
101,0.0,0,0.4948917247047898,0
101,0.02,0,0.49725803982661126,0
101,0.05,0,0.49141202813923957,0
101,0.1,0,0.49363059709352464,0
101,0.15,0,0.4917117043672783,0
102,0.0,0,0.5038445976609988,1
102,0.02,0,0.5031836489184708,1
102,0.05,0,0.5027648051189612,1
102,0.1,0,0.5048762608833447,1
102,0.15,0,0.5103970630581223,1
103,0.0,0,0.499497978056512,0
103,0.02,0,0.498109962777046,0
103,0.05,0,0.49976993207407605,0
103,0.1,0,0.5001805386687178,1
103,0.15,0,0.4988593796173883,0
104,0.0,1,0.5070538597531243,1
104,0.02,1,0.5075778984692711,1
104,0.05,1,0.5069660565876906,1
104,0.1,1,0.5023109307693782,1
104,0.15,1,0.5042783479368039,1
105,0.0,0,0.5030350353649837,1
105,0.02,0,0.5040409935962464,1
105,0.05,0,0.5020202967948013,1
105,0.1,0,0.5041793158690152,1
105,0.15,0,0.4974298929344378,0
106,0.0,1,0.49835022891737296,0
106,0.02,1,0.4998453610655126,0
106,0.05,1,0.4986777571163133,0
106,0.1,1,0.499660818659695,0
106,0.15,1,0.49419006540014726,0
107,0.0,0,0.5012329270215073,1
107,0.02,0,0.5020396606884583,1
107,0.05,0,0.4975300960256172,0
107,0.1,0,0.5012638053592193,1
107,0.15,0,0.5055917318501131,1
108,0.0,1,0.49516344553589436,0
108,0.02,1,0.4965196683318143,0
108,0.05,1,0.49372551398287423,0
108,0.1,1,0.4998167265888641,0
108,0.15,1,0.500999877314036,1
109,0.0,0,0.4912406980371581,0
109,0.02,0,0.4911907585535883,0
109,0.05,0,0.49042157457979485,0
109,0.1,0,0.49551139526239113,0
109,0.15,0,0.4996964552424193,0
110,0.0,1,0.49188807279910074,0
110,0.02,1,0.4921528325773994,0
110,0.05,1,0.4912145175496329,0
110,0.1,1,0.48641145482668735,0
110,0.15,1,0.49179723543773984,0
111,0.0,1,0.488484491093475,0
111,0.02,1,0.4883173491128228,0
111,0.05,1,0.49146395733601506,0
111,0.1,1,0.4945358218114776,0
111,0.15,1,0.48436543123693904,0
112,0.0,1,0.4902118522747432,0
112,0.02,1,0.4908807601517453,0
112,0.05,1,0.48967007150964936,0
112,0.1,1,0.49460979633737356,0
112,0.15,1,0.49179814868865657,0
113,0.0,1,0.5006875676682293,1
113,0.02,1,0.5014550700168826,1
113,0.05,1,0.4977808136053629,0
113,0.1,1,0.5026145259301945,1
113,0.15,1,0.49345461505331595,0
114,0.0,1,0.4978633960336328,0
114,0.02,1,0.49840144006589016,0
114,0.05,1,0.49631338900028443,0
114,0.1,1,0.49841026440511477,0
114,0.15,1,0.5058906710996279,1
115,0.0,1,0.5099206962481997,1
115,0.02,1,0.509172365749439,1
115,0.05,1,0.5075536759622921,1
115,0.1,1,0.5142445839105569,1
115,0.15,1,0.5009784123216562,1
116,0.0,1,0.4945295310099621,0
116,0.02,1,0.49467807957478294,0
116,0.05,1,0.495553701275007,0
116,0.1,1,0.4941425043510022,0
116,0.15,1,0.4906474532061571,0
117,0.0,1,0.461187642903126,0
117,0.02,1,0.460390897276141,0
117,0.05,1,0.45778368365380195,0
117,0.1,1,0.4648217003701506,0
117,0.15,1,0.4625134175609742,0
118,0.0,0,0.5050917201942406,1
118,0.02,0,0.5051493114008733,1
118,0.05,0,0.5044654856555632,1
118,0.1,0,0.5016835954008131,1
118,0.15,0,0.5032948054716623,1
119,0.0,0,0.5022495217416347,1
119,0.02,0,0.5005979211562003,1
119,0.05,0,0.5043785092949478,1
119,0.1,0,0.5031401949306153,1
119,0.15,0,0.4951270410541072,0
120,0.0,0,0.5053219571383589,1
120,0.02,0,0.5050451414457513,1
120,0.05,0,0.504118667250091,1
120,0.1,0,0.5008559026815961,1
120,0.15,0,0.5044494170591769,1
121,0.0,0,0.5025683818538788,1
121,0.02,0,0.5012624906310894,1
121,0.05,0,0.5038927227691476,1
121,0.1,0,0.500592078946511,1
121,0.15,0,0.5063775259657363,1
122,0.0,0,0.49503322581118353,0
122,0.02,0,0.494190606728728,0
122,0.05,0,0.49527007071283086,0
122,0.1,0,0.49499701881555597,0
122,0.15,0,0.49437612204251813,0
123,0.0,1,0.49684820755858006,0
123,0.02,1,0.4963859786419155,0
123,0.05,1,0.49628206423948534,0
123,0.1,1,0.49259178854959834,0
123,0.15,1,0.4958074765561885,0
124,0.0,0,0.4951810701557565,0
124,0.02,0,0.49653850446348374,0
124,0.05,0,0.4977694252013985,0
124,0.1,0,0.4865616987481597,0
124,0.15,0,0.4918530450055541,0
125,0.0,1,0.4980208207259207,0
125,0.02,1,0.4968187823403593,0
125,0.05,1,0.49981981210984716,0
125,0.1,1,0.49195573445243096,0
125,0.15,1,0.4968573019628219,0
126,0.0,0,0.4920633271712599,0
126,0.02,0,0.49311264071316296,0
126,0.05,0,0.49304831966273366,0
126,0.1,0,0.48913022503846026,0
126,0.15,0,0.4949627637030609,0
127,0.0,0,0.49473449567571104,0
127,0.02,0,0.4954502229889954,0
127,0.05,0,0.49550621651432736,0
127,0.1,0,0.48630229101341255,0
127,0.15,0,0.49087169632490535,0
128,0.0,1,0.5037278743137099,1
128,0.02,1,0.5035020959704188,1
128,0.05,1,0.502288405646686,1
128,0.1,1,0.49838376007608287,0
128,0.15,1,0.5133438405375322,1
129,0.0,0,0.49743885856875303,0
129,0.02,0,0.49864684130786574,0
129,0.05,0,0.5023568035066017,1
129,0.1,0,0.49853447445512167,0
129,0.15,0,0.49538946451791044,0
130,0.0,0,0.4989097129677032,0
130,0.02,0,0.49910617284781544,0
130,0.05,0,0.5013925226185943,1
130,0.1,0,0.49744713607231544,0
130,0.15,0,0.49461727472713407,0
131,0.0,1,0.4672521742181643,0
131,0.02,1,0.4678999050228662,0
131,0.05,1,0.466275297193791,0
131,0.1,1,0.4655167117384451,0
131,0.15,1,0.47422960883706217,0
132,0.0,0,0.5115848547558507,1
132,0.02,0,0.5099792810441707,1
132,0.05,0,0.5104739606452672,1
132,0.1,0,0.502563417535906,1
132,0.15,0,0.5151805519894207,1
133,0.0,1,0.5042070805478507,1
133,0.02,1,0.5049561822075457,1
133,0.05,1,0.5048520098441518,1
133,0.1,1,0.5064656773234311,1
133,0.15,1,0.5040965701783894,1
134,0.0,1,0.4908991213182855,0
134,0.02,1,0.4921127228251036,0
134,0.05,1,0.4930606982340276,0
134,0.1,1,0.4928777534150479,0
134,0.15,1,0.4873068536435699,0
135,0.0,1,0.49803093536220056,0
135,0.02,1,0.4985187498625935,0
135,0.05,1,0.5012731734160484,1
135,0.1,1,0.5060710859395227,1
135,0.15,1,0.5051327616461173,1
136,0.0,0,0.47559622738099966,0
136,0.02,0,0.474293962149355,0
136,0.05,0,0.4747213177975382,0
136,0.1,0,0.46721484642164884,0
136,0.15,0,0.467102955486632,0
137,0.0,0,0.48775120312307957,0
137,0.02,0,0.487772631669811,0
137,0.05,0,0.4848869984580817,0
137,0.1,0,0.49311664735705263,0
137,0.15,0,0.49634399631138565,0
138,0.0,0,0.48925613427889847,0
138,0.02,0,0.48863709273402683,0
138,0.05,0,0.4899618426377394,0
138,0.1,0,0.4881396930713534,0
138,0.15,0,0.4859322413708921,0
139,0.0,0,0.46420360317510573,0
139,0.02,0,0.4627632620849132,0
139,0.05,0,0.4643502161497761,0
139,0.1,0,0.46282773863410065,0
139,0.15,0,0.4567794333254726,0
140,0.0,1,0.4948806067715059,0
140,0.02,1,0.4957676222217744,0
140,0.05,1,0.4943154747736003,0
140,0.1,1,0.4983032820760004,0
140,0.15,1,0.4939672684345985,0
141,0.0,0,0.4998966780918824,0
141,0.02,0,0.500470904039851,1
141,0.05,0,0.5015520028410966,1
141,0.1,0,0.49591604916019466,0
141,0.15,0,0.5016370093614724,1
142,0.0,0,0.46227421617534337,0
142,0.02,0,0.4615535476803572,0
142,0.05,0,0.46515341826567747,0
142,0.1,0,0.45651691511275383,0
142,0.15,0,0.47058606200521025,0
143,0.0,0,0.4960944759716102,0
143,0.02,0,0.4968069074112532,0
143,0.05,0,0.4962806144435433,0
143,0.1,0,0.49634039865490315,0
143,0.15,0,0.5063324772264916,1
144,0.0,1,0.47062631580641207,0
144,0.02,1,0.47021374514398373,0
144,0.05,1,0.4744984413563116,0
144,0.1,1,0.472615135261301,0
144,0.15,1,0.4713137970260712,0
145,0.0,1,0.4718803378308541,0
145,0.02,1,0.4715245882638805,0
145,0.05,1,0.4733110822356148,0
145,0.1,1,0.4737838013318043,0
145,0.15,1,0.47376699646014725,0
146,0.0,1,0.49138766157623154,0
146,0.02,1,0.49215983252945433,0
146,0.05,1,0.4936392379924665,0
146,0.1,1,0.4924325757821531,0
146,0.15,1,0.4746441068649904,0
147,0.0,1,0.5107547948671062,1
